"","state","state_name","county","fips_code","total_hh","total_population","total_multi_gen","total_hispanic","total_black","total_asian","total_non_white","total_white","total_hispanic_multigen","total_black_multigen","total_asian_multigen","total_non_white_multigen","total_white_multigen","multi_gen_pct","hispanic_multigen_pct","black_multigen_pct","asian_multigen_pct","non_white_multigen","white_multigen"
"2443","MI","Michigan","Cheboygan County","26031",11148.41,24266.424,1349.166,81.354,16.016,38.948,354.718,10397.114,8.19,1.82,13.104,49.868,1299.298,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2444","MI","Michigan","Oscoda County","26135",5574.205,12133.212,674.583,40.677,8.008,19.474,177.359,5198.557,4.095,0.91,6.552,24.934,649.649,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2445","MI","Michigan","Presque Isle County","26141",6370.52,13866.528,770.952,46.488,9.152,22.256,202.696,5941.208,4.68,1.04,7.488,28.496,742.456,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2446","MI","Michigan","Alcona County","26001",6738.05,14666.52,815.43,49.17,9.68,23.54,214.39,6283.97,4.95,1.1,7.92,30.14,785.29,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2447","MI","Michigan","Crawford County","26039",6738.05,14666.52,815.43,49.17,9.68,23.54,214.39,6283.97,4.95,1.1,7.92,30.14,785.29,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2448","MI","Michigan","Montmorency County","26119",5880.48,12799.872,711.648,42.912,8.448,20.544,187.104,5484.192,4.32,0.96,6.912,26.304,685.344,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2449","MI","Michigan","Alpena County","26007",9800.8,21333.12,1186.08,71.52,14.08,34.24,311.84,9140.32,7.2,1.6,11.52,43.84,1142.24,0.121018692351645,0.100671140939597,0.113636363636364,0.336448598130841,0.140584915341201,0.124967178392004
"2450","ME","Maine","Aroostook County","23003",29564.328,62227.984,3571.432,237.632,117.552,82.792,1368.912,26001.744,8.216,15.168,3.16,216.776,3354.656,0.120802069304602,0.0345744680851064,0.129032258064516,0.0381679389312977,0.158356417359187,0.129016576734238
"2451","ME","Maine","Washington County","23029",17214.672,36234.016,2079.568,138.368,68.448,48.208,797.088,15140.256,4.784,8.832,1.84,126.224,1953.344,0.120802069304602,0.0345744680851064,0.129032258064516,0.0381679389312977,0.158356417359187,0.129016576734238
"2452","OR","Oregon","Lake County","41037",4230.492,9332.064,510.048,464.94,9.576,46.452,690.312,3065.16,87.696,0.756,4.032,136.5,373.548,0.120564700275996,0.188617886178862,0.0789473684210526,0.0867992766726944,0.197736675590168,0.121869005206906
"2453","OR","Oregon","Harney County","41025",3676.499,8110.008,443.256,404.055,8.322,40.369,599.914,2663.77,76.212,0.657,3.504,118.625,324.631,0.120564700275996,0.188617886178862,0.0789473684210526,0.0867992766726944,0.197736675590168,0.121869005206906
"2454","OR","Oregon","Klamath County","41035",31275.423,68990.616,3770.712,3437.235,70.794,343.413,5103.378,22660.29,648.324,5.589,29.808,1009.125,2761.587,0.120564700275996,0.188617886178862,0.0789473684210526,0.0867992766726944,0.197736675590168,0.121869005206906
"2455","OR","Oregon","Malheur County","41045",11180.586,24663.312,1347.984,1228.77,25.308,122.766,1824.396,8100.78,231.768,1.998,10.656,360.75,987.234,0.120564700275996,0.188617886178862,0.0789473684210526,0.0867992766726944,0.197736675590168,0.121869005206906
"2456","IA","Iowa","Cass County","19029",6391.818,14328.434,769.488,223.122,25.994,27.962,345.384,5648.98,32.308,0.328,10.824,58.548,710.94,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2457","IA","Iowa","Harrison County","19085",6547.716,14677.908,788.256,228.564,26.628,28.644,353.808,5786.76,33.096,0.336,11.088,59.976,728.28,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2458","IA","Iowa","Fremont County","19071",3351.807,7513.691,403.512,117.003,13.631,14.663,181.116,2962.27,16.942,0.172,5.676,30.702,372.81,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2459","IA","Iowa","Mills County","19129",5924.124,13280.012,713.184,206.796,24.092,25.916,320.112,5235.64,29.944,0.304,10.032,54.264,658.92,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2460","IA","Iowa","Montgomery County","19137",5066.685,11357.905,609.96,176.865,20.605,22.165,273.78,4477.85,25.61,0.26,8.58,46.41,563.55,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2461","IA","Iowa","Page County","19145",7015.41,15726.33,844.56,244.89,28.53,30.69,379.08,6200.1,35.46,0.36,11.88,64.26,780.3,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.169515669515669,0.125852808825664
"2462","IA","Iowa","Shelby County","19165",5378.481,12056.853,647.496,187.749,21.873,23.529,290.628,4753.41,27.186,0.276,9.108,49.266,598.23,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2463","IA","Iowa","Pottawattamie County","19155",38272.959,85795.867,4607.544,1336.011,155.647,167.431,2068.092,33824.99,193.454,1.964,64.812,350.574,4256.97,0.120386406496555,0.144799705990445,0.0126182965299685,0.387096774193548,0.16951566951567,0.125852808825664
"2464","ID","Idaho","Ada County","16001",176747.767,410846.077,21160.552,11662.745,1776.648,3812.554,21382.787,145878.051,1777.12,113,604.349,2837.387,18323.165,0.119721750148051,0.152375791462473,0.063602919655441,0.158515525288298,0.13269491016302,0.125606044736641
"2465","IA","Iowa","Buchanan County","19019",9084.607,20692.206,1087.095,100.969,142.617,90.968,410.452,7999.293,28.907,2.466,12.741,44.662,1042.433,0.119663404261736,0.28629579375848,0.0172910662824207,0.140060240963855,0.108811748998665,0.13031564164483
"2466","IA","Iowa","Delaware County","19055",8156.253,18577.674,976.005,90.651,128.043,81.672,368.508,7181.847,25.953,2.214,11.439,40.098,935.907,0.119663404261736,0.28629579375848,0.0172910662824207,0.140060240963855,0.108811748998665,0.13031564164483
"2467","IA","Iowa","Dubuque County","19061",39521.356,90018.648,4729.26,439.252,620.436,395.744,1785.616,34799.844,125.756,10.728,55.428,194.296,4534.964,0.119663404261736,0.28629579375848,0.0172910662824208,0.140060240963855,0.108811748998665,0.13031564164483
"2468","IA","Iowa","Jackson County","19097",9548.784,21749.472,1142.64,106.128,149.904,95.616,431.424,8408.016,30.384,2.592,13.392,46.944,1095.696,0.119663404261736,0.28629579375848,0.0172910662824207,0.140060240963855,0.108811748998665,0.13031564164483
"2469","KS","Kansas","Shawnee County","20177",75949.681,166877.361,9073.369,6062.356,5935.053,710.039,14775.179,56176.833,1078.143,507.478,123.478,1988.942,7084.427,0.119465531395714,0.177842244830228,0.0855052178978014,0.173903123631237,0.13461373293684,0.126109405277439
"2470","WI","Wisconsin","Price County","55099",7267.832,15986.52,868.12,88.264,21.912,42.856,536.184,6463.864,9.856,5.016,7.832,87.208,780.912,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2471","WI","Wisconsin","Ashland County","55003",6276.764,13806.54,749.74,76.228,18.924,37.012,463.068,5582.428,8.512,4.332,6.764,75.316,674.424,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2472","WI","Wisconsin","Bayfield County","55007",8506.667,18711.495,1016.095,103.309,25.647,50.161,627.579,7565.659,11.536,5.871,9.167,102.073,914.022,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2473","WI","Wisconsin","Burnett County","55013",9993.269,21981.465,1193.665,121.363,30.129,58.927,737.253,8887.813,13.552,6.897,10.769,119.911,1073.754,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2474","WI","Wisconsin","Douglas County","55031",14948.609,32881.365,1785.565,181.543,45.069,88.147,1102.833,13294.993,20.272,10.317,16.109,179.371,1606.194,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2475","WI","Wisconsin","Iron County","55051",3881.683,8538.255,463.655,47.141,11.703,22.889,286.371,3452.291,5.264,2.679,4.183,46.577,417.078,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2476","WI","Wisconsin","Rusk County","55107",5781.23,12716.55,690.55,70.21,17.43,34.09,426.51,5141.71,7.84,3.99,6.23,69.37,621.18,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2477","WI","Wisconsin","Sawyer County","55113",10406.214,22889.79,1242.99,126.378,31.374,61.362,767.718,9255.078,14.112,7.182,11.214,124.866,1118.124,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2478","WI","Wisconsin","Taylor County","55119",6937.476,15259.86,828.66,84.252,20.916,40.908,511.812,6170.052,9.408,4.788,7.476,83.244,745.416,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2479","WI","Wisconsin","Washburn County","55129",8506.667,18711.495,1016.095,103.309,25.647,50.161,627.579,7565.659,11.536,5.871,9.167,102.073,914.022,0.119446899708194,0.111665004985045,0.228915662650602,0.182751540041068,0.162645658952897,0.120811947776129
"2480","PA","Pennsylvania","Clinton County","42035",18232.629,39312.012,2177.118,159.399,443.754,94.518,836.244,15263.055,20.025,98.79,0,136.437,2040.681,0.119407793577108,0.125628140703518,0.222623345367028,0,0.163154533844189,0.133700690982244
"2481","PA","Pennsylvania","Lycoming County","42081",50054.371,107923.988,5976.882,437.601,1218.246,259.482,2295.756,41901.945,54.975,271.21,0,374.563,5602.319,0.119407793577108,0.125628140703518,0.222623345367028,0,0.163154533844189,0.133700690982244
"2482","NY","New York","St. Lawrence County","36089",53911,113524,6430,254,53,269,1281,40652,61,23,36,199,6231,0.119270649774629,0.240157480314961,0.433962264150943,0.133828996282528,0.155347384855582,0.153276591557611
"2483","KS","Kansas","Allen County","20001",5811.568,13678.518,692.132,125.286,62.776,31.122,346.465,5180.882,20.748,7.182,5.852,49.609,642.523,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2484","KS","Kansas","Anderson County","20003",3451.984,8124.834,411.116,74.418,37.288,18.486,205.795,3077.366,12.324,4.266,3.476,29.467,381.649,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2485","KS","Kansas","Franklin County","20059",10399.648,24477.348,1238.552,224.196,112.336,55.692,619.99,9271.052,37.128,12.852,10.472,88.774,1149.778,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2486","KS","Kansas","Linn County","20107",5068.736,11930.136,603.664,109.272,54.752,27.144,302.18,4518.664,18.096,6.264,5.104,43.268,560.396,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2487","KS","Kansas","Miami County","20121",12278.576,28899.726,1462.324,264.702,132.632,65.754,732.005,10946.074,43.836,15.174,12.364,104.813,1357.511,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2488","KS","Kansas","Bourbon County","20011",6685.488,15735.438,796.212,144.126,72.216,35.802,398.565,5959.962,23.868,8.262,6.732,57.069,739.143,0.119095569388502,0.165605095541401,0.114406779661017,0.188034188034188,0.143186180422265,0.124018072598449
"2489","MT","Montana","Yellowstone County","30111",65372.118,145824.498,7782.744,2204.774,575.576,545.62,7066.458,54204.426,300.39,1.918,125,1447.166,6335.578,0.119052957715092,0.136245256883472,0.00333231406451972,0.229097173857263,0.204793688719299,0.116883038296541
"2490","OK","Oklahoma","Okfuskee County","40107",5431.28,11584.8,646.48,119.44,162.88,101.44,968.72,3492.16,15.92,18.24,3.2,142.64,503.84,0.119029031830434,0.133288680509042,0.111984282907662,0.0315457413249211,0.147245850194071,0.144277467240905
"2491","OK","Oklahoma","Hughes County","40063",6313.863,13467.33,751.533,138.849,189.348,117.924,1126.137,4059.636,18.507,21.204,3.72,165.819,585.714,0.119029031830434,0.133288680509042,0.111984282907662,0.0315457413249211,0.147245850194071,0.144277467240905
"2492","OK","Oklahoma","Payne County","40119",34828.083,74287.53,4145.553,765.909,1044.468,650.484,6211.917,22393.476,102.087,116.964,20.52,914.679,3230.874,0.119029031830434,0.133288680509042,0.111984282907662,0.0315457413249211,0.147245850194071,0.144277467240905
"2493","OK","Oklahoma","Seminole County","40133",11948.816,25486.56,1422.256,262.768,358.336,223.168,2131.184,7682.752,35.024,40.128,7.04,313.808,1108.448,0.119029031830434,0.133288680509042,0.111984282907662,0.0315457413249211,0.147245850194071,0.144277467240905
"2494","CO","Colorado","Ouray County","08091",2694.126,6100.244,320.555,257.359,7.137,22.204,331.718,2219.363,62.464,0,5.429,75.152,245.403,0.118982928044197,0.242711543019673,0,0.244505494505494,0.226553880102979,0.110573619547591
"2495","CO","Colorado","Delta County","08029",12763.974,28901.156,1518.695,1219.291,33.813,105.196,1571.582,10514.687,295.936,0,25.721,356.048,1162.647,0.118982928044197,0.242711543019673,0,0.244505494505494,0.226553880102979,0.110573619547591
"2496","CO","Colorado","Montrose County","08085",15988.092,36201.448,1902.31,1527.278,42.354,131.768,1968.556,13170.646,370.688,0,32.218,445.984,1456.326,0.118982928044197,0.242711543019673,0,0.244505494505494,0.226553880102979,0.110573619547591
"2497","CO","Colorado","San Miguel County","08113",5829.912,13200.528,693.66,556.908,15.444,48.048,717.816,4802.556,135.168,0,11.748,162.624,531.036,0.118982928044197,0.242711543019673,0,0.244505494505495,0.226553880102979,0.110573619547591
"2498","MN","Minnesota","Cook County","27031",4371.84,9528.696,519.84,32.832,15.912,21.96,253.296,3936.456,1.656,10.512,4.248,45.936,473.904,0.118906455862978,0.0504385964912281,0.660633484162896,0.19344262295082,0.181353041500853,0.120388491577195
"2499","MN","Minnesota","Koochiching County","27071",5889.84,12837.271,700.34,44.232,21.437,29.585,341.246,5303.281,2.231,14.162,5.723,61.886,638.454,0.118906455862978,0.0504385964912281,0.660633484162896,0.19344262295082,0.181353041500853,0.120388491577195
"2500","MN","Minnesota","Lake County","27075",5707.68,12440.242,678.68,42.864,20.774,28.67,330.692,5139.262,2.162,13.724,5.546,59.972,618.708,0.118906455862978,0.0504385964912281,0.660633484162896,0.19344262295082,0.181353041500853,0.120388491577195
"2501","NY","New York","Jefferson County","36045",47305.622,107720.327,5624.749,1765.218,1589.965,467.077,4662.84,37351.886,64.233,114.192,45.201,361.608,5263.141,0.118902336808932,0.0363881401617251,0.0718204488778055,0.0967741935483871,0.0775510204081633,0.140906967856991
"2502","NY","New York","Lewis County","36049",12348.378,28118.673,1468.251,460.782,415.035,121.923,1217.16,9750.114,16.767,29.808,11.799,94.392,1373.859,0.118902336808932,0.0363881401617251,0.0718204488778055,0.0967741935483871,0.0775510204081633,0.140906967856991
"2503","NH","New Hampshire","Cheshire County","33005",32024.265,68207.391,3806.25,265.524,113.883,295.365,1028.601,27880.629,104.748,1.218,17.052,165.648,3640.602,0.118855186840354,0.394495412844037,0.0106951871657754,0.0577319587628866,0.161042036708111,0.130578187457679
"2504","NH","New Hampshire","Sullivan County","33019",20560.735,43791.609,2443.75,170.476,73.117,189.635,660.399,17900.371,67.252,0.782,10.948,106.352,2337.398,0.118855186840354,0.394495412844037,0.0106951871657754,0.0577319587628866,0.161042036708111,0.130578187457679
"2505","VA","Virginia","Floyd County","51063",8201.457,16972.362,973.863,109.791,235.719,223.443,660.132,6190.074,7.821,42.867,10.791,71.973,901.89,0.118742681940538,0.0712353471596032,0.181856362872743,0.0482941958351794,0.109028194361128,0.145699389054153
"2506","VA","Virginia","Giles County","51071",8781.358,18172.428,1042.722,117.554,252.386,239.242,706.808,6627.756,8.374,45.898,11.554,77.062,965.66,0.118742681940538,0.0712353471596033,0.181856362872743,0.0482941958351794,0.109028194361128,0.145699389054153
"2507","VA","Virginia","Montgomery County","51121",40758.756,84347.496,4839.804,545.628,1171.452,1110.444,3280.656,30762.792,38.868,213.036,53.628,357.684,4482.12,0.118742681940538,0.0712353471596032,0.181856362872743,0.0482941958351794,0.109028194361128,0.145699389054153
"2508","VA","Virginia","Pulaski County","51155",18225.46,37716.36,2164.14,243.98,523.82,496.54,1466.96,13755.72,17.38,95.26,23.98,159.94,2004.2,0.118742681940538,0.0712353471596033,0.181856362872743,0.0482941958351794,0.109028194361128,0.145699389054153
"2509","VA","Virginia","Radford city","51750",6793.126,14057.916,806.634,90.938,195.242,185.074,546.776,5127.132,6.478,35.506,8.938,59.614,747.02,0.118742681940538,0.0712353471596033,0.181856362872743,0.0482941958351794,0.109028194361128,0.145699389054153
